1,Cluj,Cluj-Napoca,street,1636577
2,Cluj,Cluj-Napoca,street,1176144
3,Cluj,Cluj-Napoca,street,1759214
4,Cluj,Cluj-Napoca,street,1350848
5,Cluj,Cluj-Napoca,street,1755189
6,Cluj,Cluj-Napoca,street,1287439
7,Cluj,Cluj-Napoca,street,1936565
8,Cluj,Cluj-Napoca,street,1916711
9,Cluj,Cluj-Napoca,street,1520751
10,Cluj,Cluj-Napoca,street,1975745
11,Cluj,Cluj-Napoca,street,1415011
12,Cluj,Cluj-Napoca,street,1526215
13,Cluj,Cluj-Napoca,street,1477980
14,Cluj,Cluj-Napoca,street,1868259
15,Cluj,Cluj-Napoca,street,1888237
16,Cluj,Cluj-Napoca,street,1497517
17,Cluj,Cluj-Napoca,street,1030614
18,Cluj,Cluj-Napoca,street,1724091
19,Cluj,Cluj-Napoca,street,1671754
20,Cluj,Cluj-Napoca,street,1334852
21,Cluj,Cluj-Napoca,street,1925776
22,Cluj,Cluj-Napoca,street,1807653
23,Cluj,Cluj-Napoca,street,1228657
24,Cluj,Cluj-Napoca,street,1168712
25,Cluj,Cluj-Napoca,street,1768631
26,Cluj,Cluj-Napoca,street,1786354
27,Cluj,Cluj-Napoca,street,1980886
28,Cluj,Cluj-Napoca,street,1863252
29,Cluj,Cluj-Napoca,street,1665244
30,Cluj,Cluj-Napoca,street,1802042
31,Cluj,Cluj-Napoca,street,1468546
32,Cluj,Cluj-Napoca,street,1395280
33,Cluj,Cluj-Napoca,street,1874595
34,Cluj,Cluj-Napoca,street,1031878
35,Cluj,Cluj-Napoca,street,1471912
36,Cluj,Cluj-Napoca,street,1186428
37,Cluj,Cluj-Napoca,street,1358051
38,Cluj,Cluj-Napoca,street,1708449
39,Cluj,Cluj-Napoca,street,1988241
40,Cluj,Cluj-Napoca,street,1355630
41,Cluj,Cluj-Napoca,street,1984814
42,Cluj,Cluj-Napoca,street,1505813
43,Cluj,Cluj-Napoca,street,1661990
44,Cluj,Cluj-Napoca,street,1441672
45,Cluj,Cluj-Napoca,street,1014877
46,Cluj,Cluj-Napoca,street,1975786
47,Cluj,Cluj-Napoca,street,1130124
48,Cluj,Cluj-Napoca,street,1915915
49,Cluj,Cluj-Napoca,street,1132559
50,Cluj,Cluj-Napoca,street,1318112
51,Cluj,Cluj-Napoca,street,1175197
52,Cluj,Cluj-Napoca,street,1398296
53,Cluj,Cluj-Napoca,street,1399709
54,Cluj,Cluj-Napoca,street,1187527
55,Cluj,Cluj-Napoca,street,1556904
56,Cluj,Cluj-Napoca,street,1726325
57,Cluj,Cluj-Napoca,street,1573808
58,Cluj,Cluj-Napoca,street,1291718
59,Cluj,Cluj-Napoca,street,1810021
60,Cluj,Cluj-Napoca,street,1316861
61,Cluj,Cluj-Napoca,street,1537490
62,Cluj,Cluj-Napoca,street,1442309
63,Cluj,Cluj-Napoca,street,1497958
64,Cluj,Cluj-Napoca,street,1004069
65,Cluj,Cluj-Napoca,street,1283119
66,Cluj,Cluj-Napoca,street,1167396
67,Cluj,Cluj-Napoca,street,1834663
68,Cluj,Cluj-Napoca,street,1763102
69,Cluj,Cluj-Napoca,street,1338322
70,Cluj,Cluj-Napoca,street,1131599
71,Cluj,Cluj-Napoca,street,1085762
72,Cluj,Cluj-Napoca,street,1275609
73,Cluj,Cluj-Napoca,street,1178561
74,Cluj,Cluj-Napoca,street,1315594
75,Cluj,Cluj-Napoca,street,1759367
76,Cluj,Cluj-Napoca,street,1779573
77,Cluj,Cluj-Napoca,street,1148063
78,Cluj,Cluj-Napoca,street,1860530
79,Cluj,Cluj-Napoca,street,1549056
80,Cluj,Cluj-Napoca,street,1198237
81,Cluj,Cluj-Napoca,street,1515809
82,Cluj,Cluj-Napoca,street,1325423
83,Cluj,Cluj-Napoca,street,1707988
84,Cluj,Cluj-Napoca,street,1238711
85,Cluj,Cluj-Napoca,street,1755697
86,Cluj,Cluj-Napoca,street,1892111
87,Cluj,Cluj-Napoca,street,1916720
88,Cluj,Cluj-Napoca,street,1222711
89,Cluj,Cluj-Napoca,street,1388455
90,Cluj,Cluj-Napoca,street,1261876
91,Cluj,Cluj-Napoca,street,1417492
92,Cluj,Cluj-Napoca,street,1357403
93,Cluj,Cluj-Napoca,street,1586950
94,Cluj,Cluj-Napoca,street,1588303
95,Cluj,Cluj-Napoca,street,1204650
96,Cluj,Cluj-Napoca,street,1324998
97,Cluj,Cluj-Napoca,street,1176424
98,Cluj,Cluj-Napoca,street,1044826
99,Cluj,Cluj-Napoca,street,1029669
100,Cluj,Cluj-Napoca,street,1337609
101,Cluj,Cluj-Napoca,street,1135002
102,Cluj,Cluj-Napoca,street,1528848
103,Cluj,Cluj-Napoca,street,1180477
104,Cluj,Cluj-Napoca,street,1140512
105,Cluj,Cluj-Napoca,street,1338610
106,Cluj,Cluj-Napoca,street,1676580
107,Cluj,Cluj-Napoca,street,1114010
108,Cluj,Cluj-Napoca,street,1646382
109,Cluj,Cluj-Napoca,street,1741867
110,Cluj,Cluj-Napoca,street,1463859
111,Cluj,Cluj-Napoca,street,1170136
112,Cluj,Cluj-Napoca,street,1336312
113,Cluj,Cluj-Napoca,street,1128459
114,Cluj,Cluj-Napoca,street,1311054
115,Cluj,Cluj-Napoca,street,1376607
116,Cluj,Cluj-Napoca,street,1163514
117,Cluj,Cluj-Napoca,street,1911610
118,Cluj,Cluj-Napoca,street,1452298
119,Cluj,Cluj-Napoca,street,1406671
120,Cluj,Cluj-Napoca,street,1265592
121,Cluj,Cluj-Napoca,street,1689140
122,Cluj,Cluj-Napoca,street,1942120
123,Cluj,Cluj-Napoca,street,1717304
124,Cluj,Cluj-Napoca,street,1217879
125,Cluj,Cluj-Napoca,street,1436678
126,Cluj,Cluj-Napoca,street,1319710
127,Cluj,Cluj-Napoca,street,1292838
128,Cluj,Cluj-Napoca,street,1903792
129,Cluj,Cluj-Napoca,street,1679032
130,Cluj,Cluj-Napoca,street,1932236
131,Cluj,Cluj-Napoca,street,1949922
132,Cluj,Cluj-Napoca,street,1098613
133,Cluj,Cluj-Napoca,street,1535427
134,Cluj,Cluj-Napoca,street,1040540
135,Cluj,Cluj-Napoca,street,1142800
136,Cluj,Cluj-Napoca,street,1412459
137,Cluj,Cluj-Napoca,street,1486889
138,Cluj,Cluj-Napoca,street,1666961
139,Cluj,Cluj-Napoca,street,1761070
140,Cluj,Cluj-Napoca,street,1584942
141,Cluj,Cluj-Napoca,street,1783165
142,Cluj,Cluj-Napoca,street,1016764
143,Cluj,Cluj-Napoca,street,1040458
144,Cluj,Cluj-Napoca,street,1937771
145,Cluj,Cluj-Napoca,street,1111565
146,Cluj,Cluj-Napoca,street,1061315
147,Cluj,Cluj-Napoca,street,1857746
148,Cluj,Cluj-Napoca,street,1324096
149,Cluj,Cluj-Napoca,street,1734526
150,Cluj,Cluj-Napoca,street,1267099
151,Cluj,Cluj-Napoca,street,1207413
152,Cluj,Cluj-Napoca,street,1775507
153,Cluj,Cluj-Napoca,street,1708183
154,Cluj,Cluj-Napoca,street,1237434
155,Cluj,Cluj-Napoca,street,1999011
156,Cluj,Cluj-Napoca,street,1628426
157,Cluj,Cluj-Napoca,street,1330956
158,Cluj,Cluj-Napoca,street,1591448
159,Cluj,Cluj-Napoca,street,1662442
160,Cluj,Cluj-Napoca,street,1954395
161,Cluj,Cluj-Napoca,street,1386549
162,Cluj,Cluj-Napoca,street,1302321
163,Cluj,Cluj-Napoca,street,1041214
164,Cluj,Cluj-Napoca,street,1521796
165,Cluj,Cluj-Napoca,street,1311461
166,Cluj,Cluj-Napoca,street,1876736
167,Cluj,Cluj-Napoca,street,1704341
168,Cluj,Cluj-Napoca,street,1372372
169,Cluj,Cluj-Napoca,street,1640497
170,Cluj,Cluj-Napoca,street,1493886
171,Cluj,Cluj-Napoca,street,1785587
172,Cluj,Cluj-Napoca,street,1478428
173,Cluj,Cluj-Napoca,street,1781788
174,Cluj,Cluj-Napoca,street,1606051
175,Cluj,Cluj-Napoca,street,1396703
176,Cluj,Cluj-Napoca,street,1787920
177,Cluj,Cluj-Napoca,street,1063457
178,Cluj,Cluj-Napoca,street,1621711
179,Cluj,Cluj-Napoca,street,1116054
180,Cluj,Cluj-Napoca,street,1994114
181,Cluj,Cluj-Napoca,street,1408493
182,Cluj,Cluj-Napoca,street,1469902
183,Cluj,Cluj-Napoca,street,1463093
184,Cluj,Cluj-Napoca,street,1735063
185,Cluj,Cluj-Napoca,street,1004515
186,Cluj,Cluj-Napoca,street,1779751
187,Cluj,Cluj-Napoca,street,1526926
188,Cluj,Cluj-Napoca,street,1282163
189,Cluj,Cluj-Napoca,street,1209245
190,Cluj,Cluj-Napoca,street,1347510
191,Cluj,Cluj-Napoca,street,1883244
192,Cluj,Cluj-Napoca,street,1518478
193,Cluj,Cluj-Napoca,street,1360836
194,Cluj,Cluj-Napoca,street,1450210
195,Cluj,Cluj-Napoca,street,1884797
196,Cluj,Cluj-Napoca,street,1027911
197,Cluj,Cluj-Napoca,street,1507601
198,Cluj,Cluj-Napoca,street,1377810
199,Cluj,Cluj-Napoca,street,1308729
200,Cluj,Cluj-Napoca,street,1652461
201,Cluj,Cluj-Napoca,street,1701202
202,Cluj,Cluj-Napoca,street,1760598
203,Cluj,Cluj-Napoca,street,1276206
204,Cluj,Cluj-Napoca,street,1366019
205,Cluj,Cluj-Napoca,street,1665205
206,Cluj,Cluj-Napoca,street,1113492
207,Cluj,Cluj-Napoca,street,1727695
208,Cluj,Cluj-Napoca,street,1572891
209,Cluj,Cluj-Napoca,street,1149671
210,Cluj,Cluj-Napoca,street,1586512
211,Cluj,Cluj-Napoca,street,1220020
212,Cluj,Cluj-Napoca,street,1299578
213,Cluj,Cluj-Napoca,street,1754473
214,Cluj,Cluj-Napoca,street,1325042
215,Cluj,Cluj-Napoca,street,1476909
216,Cluj,Cluj-Napoca,street,1480209
217,Cluj,Cluj-Napoca,street,1041831
218,Cluj,Cluj-Napoca,street,1228276
219,Cluj,Cluj-Napoca,street,1600935
220,Cluj,Cluj-Napoca,street,1693161
221,Cluj,Cluj-Napoca,street,1906175
222,Cluj,Cluj-Napoca,street,1287951
223,Cluj,Cluj-Napoca,street,1907889
224,Cluj,Cluj-Napoca,street,1452112
225,Cluj,Cluj-Napoca,street,1527257
226,Cluj,Cluj-Napoca,street,1862209
227,Cluj,Cluj-Napoca,street,1129334
228,Cluj,Cluj-Napoca,street,1192979
229,Cluj,Cluj-Napoca,street,1020325
230,Cluj,Cluj-Napoca,street,1437965
231,Cluj,Cluj-Napoca,street,1289189
232,Cluj,Cluj-Napoca,street,1370506
233,Cluj,Cluj-Napoca,street,1114901
234,Cluj,Cluj-Napoca,street,1537735
235,Cluj,Cluj-Napoca,street,1626814
236,Cluj,Cluj-Napoca,street,1128383
237,Cluj,Cluj-Napoca,street,1090826
238,Cluj,Cluj-Napoca,street,1252983
239,Cluj,Cluj-Napoca,street,1692966
240,Cluj,Cluj-Napoca,street,1882288
241,Cluj,Cluj-Napoca,street,1052335
242,Cluj,Cluj-Napoca,street,1131571
243,Cluj,Cluj-Napoca,street,1701488
244,Cluj,Cluj-Napoca,street,1444883
245,Cluj,Cluj-Napoca,street,1703128
246,Cluj,Cluj-Napoca,street,1924436
247,Cluj,Cluj-Napoca,street,1096202
248,Cluj,Cluj-Napoca,street,1479714
249,Cluj,Cluj-Napoca,street,1160238
250,Cluj,Cluj-Napoca,street,1938542
251,Cluj,Turda,street,1205617
252,Cluj,Turda,street,1159077
253,Cluj,Turda,street,1413567
254,Cluj,Turda,street,1774397
255,Cluj,Turda,street,1529705
256,Cluj,Turda,street,1916113
257,Cluj,Turda,street,1037792
258,Cluj,Turda,street,1530078
259,Cluj,Turda,street,1669171
260,Cluj,Turda,street,1048454
261,Cluj,Turda,street,1797268
262,Cluj,Turda,street,1127502
263,Cluj,Turda,street,1913963
264,Cluj,Turda,street,1256538
265,Cluj,Turda,street,1105990
266,Cluj,Turda,street,1170432
267,Cluj,Turda,street,1138750
268,Cluj,Turda,street,1813235
269,Cluj,Turda,street,1949010
270,Cluj,Turda,street,1826039
271,Cluj,Turda,street,1595996
272,Cluj,Turda,street,1408714
273,Cluj,Turda,street,1401783
274,Cluj,Turda,street,1729722
275,Cluj,Turda,street,1962807
276,Cluj,Turda,street,1481219
277,Cluj,Turda,street,1156903
278,Cluj,Turda,street,1452197
279,Cluj,Turda,street,1085285
280,Cluj,Turda,street,1922627
281,Cluj,Turda,street,1738665
282,Cluj,Turda,street,1669555
283,Cluj,Turda,street,1468600
284,Cluj,Turda,street,1098627
285,Cluj,Turda,street,1480452
286,Cluj,Turda,street,1629771
287,Cluj,Turda,street,1398003
288,Cluj,Turda,street,1780609
289,Cluj,Turda,street,1412506
290,Cluj,Turda,street,1519579
291,Cluj,Turda,street,1266727
292,Cluj,Turda,street,1081168
293,Cluj,Turda,street,1795938
294,Cluj,Turda,street,1387227
295,Cluj,Turda,street,1586961
296,Cluj,Turda,street,1765342
297,Cluj,Turda,street,1091109
298,Cluj,Turda,street,1489208
299,Cluj,Turda,street,1076689
300,Cluj,Turda,street,1017764
301,Cluj,Turda,street,1392960
302,Cluj,Turda,street,1150940
303,Cluj,Turda,street,1095451
304,Cluj,Turda,street,1246198
305,Cluj,Turda,street,1176247
306,Cluj,Turda,street,1591912
307,Cluj,Turda,street,1604576
308,Cluj,Turda,street,1202671
309,Cluj,Turda,street,1453216
310,Cluj,Turda,street,1879747
311,Cluj,Turda,street,1070693
312,Cluj,Turda,street,1408991
313,Cluj,Turda,street,1282985
314,Cluj,Turda,street,1358651
315,Cluj,Turda,street,1196514
316,Cluj,Turda,street,1066757
317,Cluj,Turda,street,1364850
318,Cluj,Turda,street,1770261
319,Cluj,Turda,street,1088524
320,Cluj,Turda,street,1789343
321,Cluj,Turda,street,1236068
322,Cluj,Turda,street,1610168
323,Cluj,Turda,street,1652602
324,Cluj,Turda,street,1905206
325,Cluj,Turda,street,1204194
326,Cluj,Turda,street,1973330
327,Cluj,Turda,street,1275253
328,Cluj,Turda,street,1920579
329,Cluj,Turda,street,1226647
330,Cluj,Turda,street,1267820
331,Cluj,Turda,street,1686844
332,Cluj,Turda,street,1119108
333,Cluj,Turda,street,1848278
334,Cluj,Turda,street,1628224
335,Cluj,Turda,street,1858871
336,Cluj,Turda,street,1797090
337,Cluj,Turda,street,1399571
338,Cluj,Turda,street,1655742
339,Cluj,Turda,street,1952312
340,Cluj,Turda,street,1233899
341,Cluj,Turda,street,1031793
342,Cluj,Turda,street,1442852
343,Cluj,Turda,street,1174659
344,Cluj,Turda,street,1085768
345,Cluj,Turda,street,1510774
346,Cluj,Turda,street,1167984
347,Cluj,Turda,street,1440998
348,Cluj,Turda,street,1782160
349,Cluj,Turda,street,1794167
350,Cluj,Turda,street,1239269
351,Cluj,Turda,street,1843439
352,Cluj,Turda,street,1529143
353,Cluj,Turda,street,1271121
354,Cluj,Turda,street,1010986
355,Cluj,Turda,street,1123543
356,Cluj,Turda,street,1517058
357,Cluj,Turda,street,1024304
358,Cluj,Turda,street,1010526
359,Cluj,Turda,street,1561763
360,Cluj,Turda,street,1487076
361,Cluj,Turda,street,1805887
362,Cluj,Turda,street,1090717
363,Cluj,Turda,street,1626441
364,Cluj,Turda,street,1856829
365,Cluj,Turda,street,1516692
366,Cluj,Turda,street,1251978
367,Cluj,Turda,street,1974905
368,Cluj,Turda,street,1179964
369,Cluj,Turda,street,1657365
370,Cluj,Turda,street,1953181
371,Cluj,Turda,street,1203072
372,Cluj,Turda,street,1104682
373,Cluj,Turda,street,1501894
374,Cluj,Turda,street,1781502
375,Cluj,Turda,street,1120390
376,Cluj,Turda,street,1564344
377,Cluj,Turda,street,1242436
378,Cluj,Turda,street,1168615
379,Cluj,Turda,street,1942348
380,Cluj,Turda,street,1820357
381,Cluj,Turda,street,1515198
382,Cluj,Turda,street,1830276
383,Cluj,Turda,street,1999255
384,Cluj,Turda,street,1529105
385,Cluj,Turda,street,1968181
386,Cluj,Turda,street,1875095
387,Cluj,Turda,street,1892871
388,Cluj,Turda,street,1086124
389,Cluj,Turda,street,1234934
390,Cluj,Turda,street,1524815
391,Cluj,Turda,street,1397099
392,Cluj,Turda,street,1949937
393,Cluj,Turda,street,1989190
394,Cluj,Turda,street,1539307
395,Cluj,Turda,street,1266241
396,Cluj,Turda,street,1893158
397,Cluj,Turda,street,1674121
398,Cluj,Turda,street,1513273
399,Cluj,Turda,street,1618674
400,Cluj,Turda,street,1599404
401,Cluj,Turda,street,1420781
402,Cluj,Turda,street,1432079
403,Cluj,Turda,street,1292553
404,Cluj,Turda,street,1407541
405,Cluj,Turda,street,1262270
406,Cluj,Turda,street,1531127
407,Cluj,Turda,street,1108046
408,Cluj,Turda,street,1691024
409,Cluj,Turda,street,1723335
410,Cluj,Turda,street,1700209
411,Cluj,Turda,street,1837158
412,Cluj,Turda,street,1037367
413,Cluj,Turda,street,1493831
414,Cluj,Turda,street,1700284
415,Cluj,Turda,street,1502451
416,Cluj,Turda,street,1409375
417,Cluj,Turda,street,1315656
418,Cluj,Turda,street,1450405
419,Cluj,Turda,street,1786873
420,Cluj,Turda,street,1913178
421,Cluj,Turda,street,1368285
422,Cluj,Turda,street,1110781
423,Cluj,Turda,street,1385277
424,Cluj,Turda,street,1680187
425,Cluj,Turda,street,1863578
426,Cluj,Turda,street,1948471
427,Cluj,Turda,street,1756813
428,Cluj,Turda,street,1133945
429,Cluj,Turda,street,1256139
430,Cluj,Turda,street,1481488
431,Cluj,Turda,street,1496841
432,Cluj,Turda,street,1960692
433,Cluj,Turda,street,1764002
434,Cluj,Turda,street,1794624
435,Cluj,Turda,street,1712826
436,Cluj,Turda,street,1226002
437,Cluj,Turda,street,1814233
438,Cluj,Turda,street,1340899
439,Cluj,Turda,street,1644618
440,Cluj,Turda,street,1556714
441,Cluj,Turda,street,1805383
442,Cluj,Turda,street,1160096
443,Cluj,Turda,street,1404887
444,Cluj,Turda,street,1578951
445,Cluj,Turda,street,1495398
446,Cluj,Turda,street,1238602
447,Cluj,Turda,street,1553162
448,Cluj,Turda,street,1513377
449,Cluj,Turda,street,1934233
450,Cluj,Turda,street,1631454
451,Cluj,Turda,street,1893315
452,Cluj,Turda,street,1088292
453,Cluj,Turda,street,1989318
454,Cluj,Turda,street,1579537
455,Cluj,Turda,street,1098201
456,Cluj,Turda,street,1374807
457,Cluj,Turda,street,1262249
458,Cluj,Turda,street,1020974
459,Cluj,Turda,street,1078009
460,Cluj,Turda,street,1233555
461,Cluj,Turda,street,1051763
462,Cluj,Turda,street,1706771
463,Cluj,Turda,street,1147561
464,Cluj,Turda,street,1850027
465,Cluj,Turda,street,1254662
466,Cluj,Turda,street,1879942
467,Cluj,Turda,street,1175183
468,Cluj,Turda,street,1344797
469,Cluj,Turda,street,1364668
470,Cluj,Turda,street,1765743
471,Cluj,Turda,street,1492280
472,Cluj,Turda,street,1745652
473,Cluj,Turda,street,1969778
474,Cluj,Turda,street,1369604
475,Cluj,Turda,street,1568524
476,Cluj,Turda,street,1002706
477,Cluj,Turda,street,1885909
478,Cluj,Turda,street,1714879
479,Cluj,Turda,street,1155339
480,Cluj,Turda,street,1839125
481,Cluj,Turda,street,1033993
482,Cluj,Turda,street,1857928
483,Cluj,Turda,street,1079472
484,Cluj,Turda,street,1866248
485,Cluj,Turda,street,1170948
486,Cluj,Turda,street,1350721
487,Cluj,Turda,street,1220941
488,Cluj,Turda,street,1446474
489,Cluj,Turda,street,1341288
490,Cluj,Turda,street,1256606
491,Cluj,Turda,street,1277347
492,Cluj,Turda,street,1188493
493,Cluj,Turda,street,1444362
494,Cluj,Turda,street,1880936
495,Cluj,Turda,street,1075604
496,Cluj,Turda,street,1418000
497,Cluj,Turda,street,1839044
498,Cluj,Turda,street,1574185
499,Cluj,Turda,street,1883658
500,Cluj,Turda,street,1677155
501,Brasov,Codlea,street,1077730
